Timestamp,Name,Department,Which digital learning tools do you use regularly?,Which device do you primarily use to access these tools?,"On average, how many hours per week do you spend using digital learning tools?",Do you feel that digital learning tools have helped improve your grades or academic performance?,In what ways have digital learning tools influenced your learning experience?,Which specific digital tools do you believe have contributed the most to your academic success?,Have you noticed any changes in your academic performance since you started using digital learning tools?,How engaged do you feel during online classes or while using digital learning tools compared to traditional classroom settings?,Do digital learning tools encourage you to participate more actively in your studies?,What challenges do you face when using digital learning tools?,What improvements or features would you like to see in the digital learning tools you use?,How do you track your study habits and performance when using digital tools?
2024-09-19 22:55:32,KARTHICK S ,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Zoom and Google,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-20 13:29:16,Sujithra D,B.Tech Information Technology,Online Tutorials,Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",YouTube,Significant improvement,More Engaged,Yes,Technical issues,,Through app usage statistics
2024-09-20 20:36:09,Pooja,Mbbs,"Video Conferencing Tools (e.g., Zoom, Google Meet), Online Tutorials",Smartphone,Less than 1 hour,Unsure,"Enhanced understanding of subjects, Option ,Better time management",Online tutorials ,No change,Less engaged,No,"Lack of interaction, Distractions",More diagrams and flowcharts,I don’t track
2024-09-20 21:23:15,Pavithra ,Mbbs,"Educational Apps (e.g., Khan Academy, Coursera), E-books",Tablet,11-15 hours,Yes,Enhanced understanding of subjects,Youtube,Slight improvement,Equally engaged,Yes,Lack of interaction,Pomodaro,Through app usage statistics
2024-09-20 21:30:38,E.Atchaya,Mbbs,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Tablet,7-10 hours,Yes,Enhanced understanding of subjects,Tutorials ,Slight improvement,Less engaged,Sometimes,Distractions,,I don’t track
2024-09-20 22:59:17,Abishek John Anand ,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Option ,Better time management",Youtube,Slight improvement,More Engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-20 23:21:32,Venezuela,MBBS,E-books,Laptop,1-3 hours,Yes,Enhanced understanding of subjects,"Chat gpt, YouTube, gemini, microsoft copliet, Google ",Slight improvement,Equally engaged,Sometimes,"Lack of interaction, Distractions",,Self-tracking
2024-09-21 08:55:30,Niranjini,Medical ,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Tablet,7-10 hours,Yes,"Option ,Better time management",Moodle,Slight improvement,Equally engaged,Sometimes,Lack of interaction,,Through app usage statistics
2024-09-24 08:58:03,Ramya.  V,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Cour3,No change,Equally engaged,Sometimes,"Technical issues, Distractions",No distraction with other topic content,Self-tracking
2024-09-24 15:32:09,Shri Hari Vishnu,CSE,Online Tutorials,Laptop,4-6 hours,Yes,Enhanced understanding of subjects,Educational Apps ,Slight improvement,Equally engaged,Yes,Technical issues,,"Instructor feedback, I don’t track"
2024-09-24 15:48:46,Shruti.R,B.sc psychology ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement","Moodle,Google classroom ",Significant improvement,Equally engaged,Yes,Technical issues,,Self-tracking
2024-09-28 15:22:53,User_8975,Mbbs,"Educational Apps (e.g., Khan Academy, Coursera), E-books",Tablet,11-15 hours,Yes,"Enhanced understanding of subjects, More efficient study habits",Youtube,Significant improvement,More Engaged,Yes,Lack of interaction,Pomodaro,Through app usage statistics
2024-09-28 15:22:53,User_1139,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Moodle ,Significant improvement,More Engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:53,User_1747,AIMl,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Zoom and Google,Slight improvement,Equally engaged,Yes,Lack of interaction,Some sort of practical application working ,I don’t track
2024-09-28 15:22:53,User_4150,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,Enhanced understanding of subjects,"Youtube , Notion",Significant improvement,Less engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:53,User_6098,MBBS ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,Less than 1 hour,Yes,Enhanced understanding of subjects,Moodle,Slight improvement,Less engaged,Sometimes,Distractions,Clear and more explanation ,Self-tracking
2024-09-28 15:22:53,User_3862,CSE ,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement",You Tube ,Slight improvement,Less engaged,Yes,"Technical issues, Distractions",More better concept understanding in a interactive mode,I don’t track
2024-09-28 15:22:53,User_6358,It,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement","google, youtube , chatgpt",No change,Equally engaged,Yes,"Distractions, Overwhelming amount of tools, Difficulty in using tools",Noclue,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:53,User_9950,ECE,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Moodle,Significant improvement,More Engaged,Yes,"Technical issues, Distractions",Interesting concepts & better understanding,Self-tracking
2024-09-28 15:22:53,User_8398,cse,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Youtube videos ,Significant improvement,Equally engaged,Yes,Technical issues,ensuring all the learners are   listening ,"Through app usage statistics, I don’t track"
2024-09-28 15:22:53,User_6928,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Youtube,Significant improvement,More Engaged,Sometimes,"Technical issues, Distractions",Once we login example to access any online class we must not able to get other notifications which may cause distractions.,Self-tracking
2024-09-28 15:22:53,User_2749,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Youtube,Slight improvement,Equally engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:54,User_3339,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Pdf of books,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Personalized training,Self-tracking
2024-09-28 15:22:54,User_4032,Mbbs,"Educational Apps (e.g., Khan Academy, Coursera), E-books",Tablet,11-15 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management, More efficient study habits",Youtube,Slight improvement,Less engaged,Yes,Lack of interaction,Pomodaro,Through app usage statistics
2024-09-28 15:22:54,User_8293,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Yes,Enhanced understanding of subjects,Smart phone,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Adding more interactive features and minimizing the distraction stuffs,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:54,User_5011,MBBS ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,Less than 1 hour,Yes,None,Coursera,Significant improvement,More Engaged,Sometimes,Distractions,Clear and more explanation ,Self-tracking
2024-09-28 15:22:54,User_5865,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Increased engagement, More efficient study habits",Zoom and Google,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Personalized training,Self-tracking
2024-09-28 15:22:54,User_8897,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,Enhanced understanding of subjects,Youtube videos ,Slight improvement,More Engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:54,User_5123,MBBS ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,Less than 1 hour,Yes,Enhanced understanding of subjects,Tablets ,Slight improvement,Equally engaged,Sometimes,Distractions,Clear and more explanation ,Self-tracking
2024-09-28 15:22:54,User_3739,ECE,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,Enhanced understanding of subjects,"unreal engine , figma",Significant improvement,Less engaged,Yes,"Technical issues, Distractions",Interesting concepts & better understanding,Self-tracking
2024-09-28 15:22:54,User_5335,ECE,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",May be some apps,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions",Interesting concepts & better understanding,Self-tracking
2024-09-28 15:22:54,User_8525,CSE,Online Tutorials,Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Online tutorials via youtube,Slight improvement,Equally engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Have no idea,"Self-tracking, I don’t track"
2024-09-28 15:22:54,User_9004,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,Enhanced understanding of subjects,Chat GPT,Slight improvement,Equally engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools","Better tools for managing assets and resources within large projects, including AI-driven suggestions for optimization and organization and made them as convenient to use for the users",Through app usage statistics
2024-09-28 15:22:54,User_7961,CSE,Online Tutorials,Laptop,4-6 hours,Yes,Enhanced understanding of subjects,Youtube,Slight improvement,Equally engaged,Sometimes,Distractions,To be more easy accessable and more understanding concepts ,Self-tracking
2024-09-28 15:22:54,User_8584,ECE ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,More than 20 hours,Unsure,"Enhanced understanding of subjects, Increased engagement",Smart phone,Slight improvement,Less engaged,No,Lack of interaction,More communicable ,Self-tracking
2024-09-28 15:22:54,User_1693,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Chat gpt .,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Personalized training,Self-tracking
2024-09-28 15:22:54,User_3474,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,Enhanced understanding of subjects,"Youtube, NesoAcademy",Significant improvement,Equally engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:54,User_4435,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,1-3 hours,Yes,"Increased engagement, More efficient study habits",Learning management system (Moodle),Significant improvement,Equally engaged,Sometimes,Distractions,Immediate response of doubts,"Self-tracking, I don’t track"
2024-09-28 15:22:54,User_6947,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, More efficient study habits",Zoom,Significant improvement,Less engaged,Sometimes,None,None,I don’t track
2024-09-28 15:22:54,User_2891,ECE,Online Tutorials,Laptop,4-6 hours,Yes,Enhanced understanding of subjects,Tutorials ,Significant improvement,Equally engaged,Sometimes,"Lack of interaction, Distractions",-,I don’t track
2024-09-28 15:22:54,User_8004,AIDS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Option ,Better time management","Moodle,Google classroom ",No change,Less engaged,Yes,"Lack of interaction, Distractions",Interactive sessions,Self-tracking
2024-09-28 15:22:54,User_3774,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, More efficient study habits","Coursera,Nptel,Bentley",Slight improvement,Equally engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
